number,text,date,fav 
1785,boss putting pto time like home girl got fucking hours negatives since fucking may 😭,2021-11-29 18:50:03+00:00,0
1786,good boss makes world difference crazy think boss went raised voices years ago mutual understanding ive enjoying job year feel like someone bring concerns enact meaningful change 🥰,2021-11-29 18:49:55+00:00,16
1787,post holiday mondays always struggle manager makes worth it ,2021-11-29 18:49:28+00:00,61
1788,officially unofficially gave manager heads i’ll putting notice felt glorious 💕🎉,2021-11-29 18:49:15+00:00,10
1789,able initially get friday just satwed going call friday guilt shortstaffed why get day begin with arranged boss cover extra shift tomorrow exchange friday off ew come,2021-11-29 18:49:07+00:00,6
1790,manager informed raise🥺 time💰,2021-11-29 18:49:01+00:00,5
1791,trying hook new engineer bestie boss stay tuned ,2021-11-29 18:48:58+00:00,13
1792,boss,2021-11-29 18:48:51+00:00,1
1793,even try harming boss unless mind losing eye two,2021-11-29 18:48:47+00:00,0
1794,us work culture toxic feel guilty take sick days every time do i’m still getting slacks texts boss coworkers can’t  vibe  doctors office peace,2021-11-29 18:48:37+00:00,12
1795,low key boss rick rolled clad harry potter bathrobe giant pink bun head ahaha im back makeup meeting days case,2021-11-29 18:48:34+00:00,1
1796,really grateful job wasn’t supposed promotion manager advocated anyway without knowing got 🙌🏾,2021-11-29 18:48:33+00:00,1
1797,took long lunch break acquire set new pc tell boss tyvm,2021-11-29 18:48:24+00:00,0
1798,told boss i’m pisces gon say makes sense ………what mean that🥲,2021-11-29 18:48:19+00:00,3
1799,going lunch boss join conference call,2021-11-29 18:48:14+00:00,1
1800,boss,2021-11-29 18:48:09+00:00,1
1801,it’s finals week thought light week work knock work boom boss comes office wants attend e conference rest week i can’t win😭,2021-11-29 18:48:07+00:00,0
1802,boss,2021-11-29 18:47:58+00:00,0
1803,go calling nasty vile calling names oh irony laughable would call boss prick respect her like laura boss,2021-11-29 18:47:29+00:00,0
1804,boss volunteering host training scheduled soon meeting starts 🤨,2021-11-29 18:47:29+00:00,0
1805,boss screaming like father saying “do understand me” really highlight day,2021-11-29 18:47:14+00:00,2
1806,called manager he’s saying either go doctor go work tomorrow say it’s error,2021-11-29 18:47:07+00:00,0
1807,boss stopped taking “northern wizard aerial battles” excuse i’m late want do ask bradley fuckin bain please think poor humans ,2021-11-29 18:47:07+00:00,5
1808,boss asked long weekend refreshing i’m 4th espresso,2021-11-29 18:46:34+00:00,1
1809,explaining managerfriend got 4 hours sleep 9 hour shift video game boy like appeared video game,2021-11-29 18:46:06+00:00,3
1810,manager whenever miss something i know responsibilities honestly im little brain damaged rest life hope understand,2021-11-29 18:45:58+00:00,0
1811,stressed morning cause running 2 mins late work got here called boss cause doors locked amp someone’s waiting outside work building amp says so casually “yeah i’ll like 1520 minutes late” 😂😂 ok thanks,2021-11-29 18:45:51+00:00,1
1812,boss keeps emailing i’m work rest year tuh wait january,2021-11-29 18:45:47+00:00,2
1813,man hope boss good mood today last time blew small island nation ,2021-11-29 18:45:45+00:00,5
1814,manager literally playing axie im feeling well deduct pay ang masasabi ko nalang talaga ay salamat manager,2021-11-29 18:45:44+00:00,5
1815,things boss terrifying,2021-11-29 18:45:39+00:00,0
1816,boss orang pilled point agrees btc going change world he “it’s ponzi scam” guy year who won’t make leap actually putting balance sheet,2021-11-29 18:45:37+00:00,3
1817,boss waiting send document i’m moving space space sigh,2021-11-29 18:45:15+00:00,0
1818,manager deadass eating left overs wednesday dawg,2021-11-29 18:45:12+00:00,2
1819,yeah feel like it’s likely test i’ll days come back positive too idk boss colleagues gonna 🤷‍♀️,2021-11-29 18:45:04+00:00,1
1820,love boss 😩 got raise pushing 5,2021-11-29 18:44:42+00:00,1
1821,i’ve got hour compulsory coffee training even though i’ve many shifts cafe campus already know use machine jarring behaviour manager,2021-11-29 18:44:28+00:00,0
1822,telling boss yassify hourly pay,2021-11-29 18:44:25+00:00,5
1823,boss say minding business biggest flaw… bruh,2021-11-29 18:44:14+00:00,4
1824,me knocking bosss windows answer questions need infoooooo,2021-11-29 18:43:34+00:00,0
1825,wonder boss make tweets,2021-11-29 18:43:32+00:00,1
1826,manager training today could think hand 2 weeks,2021-11-29 18:43:31+00:00,8
1827,boss,2021-11-29 18:43:15+00:00,1
1828,find she’s best coach manager ,2021-11-29 18:43:06+00:00,3
1829,legit first thing boss said called morning bathong🤣🤣🤣🤣🤣 ,2021-11-29 18:42:48+00:00,0
1830,boss talm bout shole keep people yo face  hunny aint gone shit talk plan picking foh,2021-11-29 18:42:41+00:00,0
1831,life boss 🤲❤️,2021-11-29 18:42:39+00:00,0
1832,manager office food poisoning cant help think white someone obviously didn’t know cook weekend guy sick,2021-11-29 18:42:38+00:00,0
1833,boss it’s grace hard work too,2021-11-29 18:42:17+00:00,3
1834,boss💕,2021-11-29 18:41:55+00:00,1
1835,manager called could go today 🧍🏻‍♀️ im state,2021-11-29 18:41:48+00:00,0
1836,sad got train come home work manager texts doesn’t need today ,2021-11-29 18:41:33+00:00,0
1837,woke message boss saying actually isn’t still ooo like schedule suggests amp still 1x1 today day ruiner i’m pissed,2021-11-29 18:41:23+00:00,0
1838,boss daughter florida texted him our new coach sitting history class hahaha,2021-11-29 18:41:04+00:00,1
1839,coworker must think hes got fooled right along manager,2021-11-29 18:41:01+00:00,0
1840,boss brought pretzels cheese nd day flying im thriving,2021-11-29 18:41:00+00:00,0
1841,“i’m gonna message boss tell i’m linked oklahoma job…pay more” wildly accurate text bro schools look college gpas hire head coach asking friend,2021-11-29 18:40:44+00:00,0
1842,fucking hate boss ,2021-11-29 18:40:39+00:00,6
1843,coworkers theres point return office were productive working home boss agreed boss agreed guy higher food chain ,2021-11-29 18:40:38+00:00,10
1844,draw line non human problem come home one day tell partner together particularly obnoxious patient told boss racist hispanic partners hispanic,2021-11-29 18:40:37+00:00,0
1845,gonna show boss tweet,2021-11-29 18:40:34+00:00,1
1846,boss talking crazy absolutely nothing wrong like leave 😂,2021-11-29 18:40:32+00:00,1
1847,got boss say l plus ratio coworkers keeps telling got l diametered,2021-11-29 18:40:31+00:00,7
1848,listening yall make feel justified anger disappointment boss osu grad upset thanks sharing unvarnished opinions helping understand goes behind curtain ,2021-11-29 18:40:31+00:00,2
1849,boss sees this work bedroom bed computer full steam library is promise would lie,2021-11-29 18:40:29+00:00,2
1850,i’m successful god manager,2021-11-29 18:40:27+00:00,67
1851,boss  vaccinated  girl pfizer him ,2021-11-29 18:40:24+00:00,2
1852,go work tomorrow slap boss first thing morning ,2021-11-29 18:40:20+00:00,1
1853,i could never imagine much hatred body someone half age boss me,2021-11-29 18:40:14+00:00,2
1854,think way cursed boss teacher would punished situation,2021-11-29 18:40:07+00:00,0
1855,boss literally smokes 30 cigs shift,2021-11-29 18:40:06+00:00,0
1856,boss saw going lot today took mall talk relax bit guess who’s watch house gucci second time boss ,2021-11-29 18:39:58+00:00,233
1857,😂😂😂my manager caught sleep training videos like i’ve 2 month still watching shit,2021-11-29 18:39:56+00:00,0
1858,boss looking matching pajamas n husband they’re 66 that’s cutest thing ever,2021-11-29 18:39:55+00:00,0
1859,manager pregnant got cookies craves cried 🤣,2021-11-29 18:39:54+00:00,0
1860,resigned called boss girlboss,2021-11-29 18:39:50+00:00,0
1861,dad losing brutal battle lung cancer needed there didn’t even get full sentence boss said “go come back you’re ready to we’re praying you” never forget it,2021-11-29 18:39:33+00:00,21
1862,manager sending ross get things 🤣🤣🤣,2021-11-29 18:39:12+00:00,0
1863,took day boss texting morning horrible working relationship,2021-11-29 18:39:03+00:00,1
1864,brooo showing boss something phone mf notif came thats embarrassing ,2021-11-29 18:39:01+00:00,0
1865,words honored grateful am thank you everything you’ve boss you’ve friend made better creative better man tweet can’t fit things wish could say love big guy 🐐 ,2021-11-29 18:38:49+00:00,7
1866,left tourniquet patient cried hard talking manager could barely talk lmao hate,2021-11-29 18:38:45+00:00,1
1867,confirmed case c0vd job 1118 got email it boss breakthrough case moment cause family anti vcks rtw going work huh…,2021-11-29 18:38:42+00:00,0
1868,true bosss boss,2021-11-29 18:38:40+00:00,5
1869,there’s much shit wrong w restaurant manager wants bitch refills  lol,2021-11-29 18:38:34+00:00,1
1870,am asking boss hours yet ,2021-11-29 18:38:11+00:00,12
1871,i’m starting move way fast crushes point i’m scaring liking it anyways boss number text one days fr fr need raise 🥱🥱,2021-11-29 18:38:10+00:00,0
1872,hate manager leave read ,2021-11-29 18:38:00+00:00,0
1873,hah never win lousy legacy heap definitely questgiver status redeyes black wrms even boss could beat that,2021-11-29 18:37:59+00:00,0
1874,manager went pto without approving birthday week guess im calling then,2021-11-29 18:37:34+00:00,27
1875,feel like every time request time off even i’ve taken time months boss going infuriated me “me” thing american thing,2021-11-29 18:37:33+00:00,0
1876,nah manager doin wat anwar twork etc applying pressure dis sweet game,2021-11-29 18:37:21+00:00,0
1877,work 4 people last night amp boss tells best close amp inventory night weve far geez wonder 😒,2021-11-29 18:37:20+00:00,4
1878,heard great story state forest lawyer boss,2021-11-29 18:37:17+00:00,0
1879,boss found tiktok 😭😭😭😂😂😂😂😂😂😂😂 im dead,2021-11-29 18:37:10+00:00,0
1880,make answer boss call fit o idea phone dey sef,2021-11-29 18:37:06+00:00,0
1881,boss saw twitter would get raise probably,2021-11-29 18:37:02+00:00,0
1882,someone brought game boss immediately rant led whole game shouldn’t happy win 😊,2021-11-29 18:37:01+00:00,1
1883,go work morning boss ask want work home umm yes wax lady gave day appointment 🥺 beautiful day,2021-11-29 18:36:42+00:00,0
1884,sell boss 🤔🤔🤔,2021-11-29 18:36:38+00:00,0
1885,think hate starting job thats remote boss never took lunch want free meal,2021-11-29 18:36:21+00:00,10
1886,horrendous migraine vs boss coming back two week vacation demands could ever think,2021-11-29 18:36:05+00:00,1
1887,every time run boss always say sorry running 😭😭😭,2021-11-29 18:35:52+00:00,1
1888,wish agent would call back child care tell boss landlord write don’t start again,2021-11-29 18:35:50+00:00,0
1889,boss thanks thoroughly job without supervision calls thank me job  satisfactorily it’s kind motivation gets going huge rewards come too this pushes better every single day,2021-11-29 18:35:40+00:00,59
1890,think manager work likes 😅,2021-11-29 18:35:28+00:00,0
1891,job 40 teaching boss memes,2021-11-29 18:35:11+00:00,6
1892,boss fired friendcoworker made sit mf room it feel like shit,2021-11-29 18:35:08+00:00,0
1893,surprised didn’t say “my boss quitting” ,2021-11-29 18:35:06+00:00,0
1894,yes please learnt boss,2021-11-29 18:35:05+00:00,0
1895,lol wish y’all could see way boss shook panicking morning play stupid games win stupid prizes,2021-11-29 18:35:03+00:00,0
1896,boss millionaire cellphone runs minutes thats stays millionaire 😐,2021-11-29 18:35:03+00:00,0
1897,sending boss email im vacation like im boss whos vacation giving instructions 😩😩😩,2021-11-29 18:35:00+00:00,1
1898,boss phone board treasurer heard say something cost living increase ears buddy cannot afford life well right,2021-11-29 18:34:54+00:00,11
1899,boss store long sense gone business,2021-11-29 18:34:51+00:00,1
1900,manager whole fucking snack amp knows itm ,2021-11-29 18:34:31+00:00,1
1901,telling boss ive chosen quit job enter unemployed era,2021-11-29 18:34:04+00:00,0
1902,boss 🔥,2021-11-29 18:34:04+00:00,0
1903,got voicemail text manager saying terminating employment giving option reapply future fuck,2021-11-29 18:34:01+00:00,16
1904,check dm boss,2021-11-29 18:33:56+00:00,0
1905,tell boss im working friday saturday play new expansion endwalker hit mmorpg final fantasy xiv,2021-11-29 18:33:42+00:00,7
1906,boss transfer salary harry point,2021-11-29 18:33:27+00:00,0
1907,literally heard manager phone talking said mistake let look it  no cleared someone fixed it yeahme fucked first tho fixed like 2 minutes would gotten trouble,2021-11-29 18:33:10+00:00,0
1908,like ive told boss ya gotta pay answer problems resolution takes apartheid approach healthcare always terrible solution,2021-11-29 18:33:08+00:00,1
1909,really needed fix work email inbox soon im done list questions manager ill look ordering kind food dont forget,2021-11-29 18:33:08+00:00,0
1910,manager spoken wait manager tf everyone say hi she’s gang trust ,2021-11-29 18:33:02+00:00,6
1911,i’m office tellin manager need write cover ass won’t think think it’s gonna make mean i’m already mean idk,2021-11-29 18:32:58+00:00,0
1912,explain boss i’ll late work tyrannosaurus triceratops decided fight highway😭😭😭 i’m gonna get fired swear ,2021-11-29 18:32:42+00:00,23
1913,manager talking hope eating leftovers entire week…at point leftovers nasty ,2021-11-29 18:32:36+00:00,0
1914,someone check see hell froze pigs flying around cause boss told good idea,2021-11-29 18:32:33+00:00,0
1915,thank god boss knows show last night 😭,2021-11-29 18:32:25+00:00,0
1916,amp boss cried hour straight,2021-11-29 18:32:05+00:00,0
1917,boss giving way really upsetting wanna nap 🥲😂,2021-11-29 18:31:59+00:00,1
1918,work sick little week today boss ran hugged bc missed much 🥲☺️,2021-11-29 18:31:59+00:00,4
1919,th fuck say boss time ,2021-11-29 18:31:49+00:00,6
1920,boss knobhead im self employed 🤣,2021-11-29 18:31:41+00:00,1
1921,im still learning go work remote allows flexibility also made clear disabled beginning would need accommodations boss amazing gives lots space time need finish tasks,2021-11-29 18:31:26+00:00,4
1922, boss said found phone fridge 😭😭 it’s early,2021-11-29 18:31:02+00:00,0
1923,long story short boss called let know paid week make sure better never company me feels good appreciated,2021-11-29 18:31:00+00:00,3
1924,amen 🙏 5k make use guide first boss,2021-11-29 18:30:50+00:00,0
1925,final days happening rn boss told come cuz we’re short staffed bro house fire ☠️☠️☠️ ,2021-11-29 18:30:49+00:00,3
1926,boss saying need less free time focus well bc no 1 priority needs work really hate,2021-11-29 18:30:36+00:00,2
1927,girlfriend still boss 😒 ,2021-11-29 18:30:36+00:00,0
1928,boss said get dj pub nye get £1000 bonus available,2021-11-29 18:30:34+00:00,0
1929,sent text manager saying called broken equipment work i’m house told stop thinking work take nap sir want shit fixed not 🤣,2021-11-29 18:30:06+00:00,1
1930,love brakes stop working manager told it’s responsibility come 🙈🙈 like yessss let get car accident real quick,2021-11-29 18:30:01+00:00,5
1931,convincing boss let buy faceapp subscription yassify school mascot gtgtgt,2021-11-29 18:29:58+00:00,5
1932,manager sending pictures camping hike thanksgiving long weekend and wow sa inggit na lang talaga ata ako mamamatay,2021-11-29 18:29:47+00:00,0
1933,actual lunch break hostess didn’t get lunch break manager swipe card clocked get rid meal break violation notice nice,2021-11-29 18:29:44+00:00,1
1934,started 2022 planning boss looks like imma traveling love it la twice january exec offsite mexico april team planning meetings everywhere else dig it,2021-11-29 18:29:24+00:00,0
1935,called manager work week it’s birthday 😩,2021-11-29 18:29:23+00:00,11
1936,one time boss called like “rowan you” like “oh god im sorry got confused day week was” couldn’t even mad,2021-11-29 18:29:19+00:00,1
1937,telling boss cut bitch kept stupid… ms parker “ can’t like ariel her” me tired hearing got std ms parker “oh bitch crazy ain’t say that” 😂😂😂😂🤦🏽‍♀️,2021-11-29 18:29:15+00:00,0
1938,even though ive worked current job 2 months boss asked wish continue working business beyond 6 month contract new agreement take weeks sort out fact im finding soon interesting news ,2021-11-29 18:29:11+00:00,12
1939,day 1 meet manager literally like this happy monday 😂 ,2021-11-29 18:28:55+00:00,20
1940,manager always want go coaching 😒,2021-11-29 18:28:32+00:00,0
1941,work 100 aussie owned company 1500 employees year get 25 pay rise time didn’t three year period k rudd pm manager gave 5k rise make pay freeze swann ✌🏽,2021-11-29 18:28:04+00:00,0
1942,cant wait day luna pumps aggressively one shifts i work nights go boss mid task quit long 😄,2021-11-29 18:27:50+00:00,17
1943,proud myself boss told overtime get bored saturday want work finish work dropped me said weekends time recharge focus health wellbeing need time away work stood ground,2021-11-29 18:27:38+00:00,4
1944,boss said smell like beer smell like weed together that’s hard work  😭😂😂😂,2021-11-29 18:27:12+00:00,2
1945,lol na boss,2021-11-29 18:27:03+00:00,1
1946,boss german said used visit nigeria back now visits kenya rwanda cuz insecurity,2021-11-29 18:26:52+00:00,1
1947,tell manager person i’m quitting pls anxiety cant read text,2021-11-29 18:26:52+00:00,0
1948,halfway asleep remember employee evaluation morning shoot wide awake thing boss really said theyd prefer came early asked like lol,2021-11-29 18:26:42+00:00,5
1949,went work day boss came “you always soundlook depressed coming work why” like mam life life hard,2021-11-29 18:26:37+00:00,3
1950,im fatphobic boss like damn bitch u ate dinner starve pls,2021-11-29 18:26:35+00:00,1
1951,bro first day back working wild fell asleep middle whole ft call boss 😅😅,2021-11-29 18:26:34+00:00,25
1952,co workers husband brought donuts… boss opens box closes box leaves room… comes back says “i deserve donut” lmao doc,2021-11-29 18:26:26+00:00,1
1953,boss telling sound like shit called sick morning 😂🥲,2021-11-29 18:26:18+00:00,0
1954,boss tried catch slippin exposed scrambling meet deadline 🤣 don’t mess child god,2021-11-29 18:26:15+00:00,1
1955,hate talking boss scroll see she’s wondering i’m laughing telling friend sick,2021-11-29 18:26:13+00:00,2
1956,na boss ,2021-11-29 18:26:12+00:00,3
1957,i’m meeting boss master doom i’m one doom lords we’re responsible mayhem pain despair whole world,2021-11-29 18:26:04+00:00,0
1958,yeah actually thank boss🙏🏿,2021-11-29 18:25:58+00:00,0
1959,old man keeps hogging saxophone guitar center manager telling kick ,2021-11-29 18:25:58+00:00,5
1960,boss another weight reveal gained weight d,2021-11-29 18:25:54+00:00,0
1961,manager venting call outs  tables turned lmao,2021-11-29 18:25:53+00:00,0
1962,boss madrid wants cb ✋,2021-11-29 18:25:44+00:00,0
1963,i’m hour late morning boss hits “oh still time go get smoothie king” 😂☠️,2021-11-29 18:25:32+00:00,2
1964,listening lil ugly mane work boss says listen lil darkie blackpilled rapper,2021-11-29 18:25:15+00:00,7
1965,haven’t office since 1110 text boss last night see even cares didn’t answer i’ll never go back 🤷🏻‍♀️,2021-11-29 18:25:13+00:00,0
1966,boss slammed papers face raised voice brb going bathroom cry,2021-11-29 18:25:12+00:00,0
1967,first day working lemniscate boss freaking ditched one knows is talent agencies like ,2021-11-29 18:25:03+00:00,4
1968,first day job manager buys cfa let’s gooooooooo,2021-11-29 18:24:37+00:00,11
1969,y’all playing club boss big literally direct number… like mean 😅,2021-11-29 18:24:30+00:00,0
1970,boss arguing birds,2021-11-29 18:24:27+00:00,0
1971,attwitter sara she’s boss also at awesome boss hiring anyone interested ,2021-11-29 18:24:03+00:00,43
1972,fuck boss call nickname giggled creepy,2021-11-29 18:24:02+00:00,0
1973,terrible work today boss annoyed me costumers made fun n tried confuse me another one took pic n denied it got social anxiety started crying bathroom idk fr horrible,2021-11-29 18:23:51+00:00,1
1974,manager turning phone telling atask tomorrow 0014 😀👍🏻 ,2021-11-29 18:23:43+00:00,0
1975,manager boston maybe quite anywhere world bigger point not within 1hr drive office necessarily,2021-11-29 18:23:42+00:00,3
1976,hate customers ask speak w someone higher manager gone tell thing n still gone b mad 😞,2021-11-29 18:23:39+00:00,0
1977,boss seen eatin bag chips station n gonn ask “umm what’re ” umm nigga idfk thought eatin chips guess 🤨,2021-11-29 18:23:31+00:00,1
1978,also need side gig extra money weekends dm me boss always looking extra people help serving weddings,2021-11-29 18:23:26+00:00,1
1979,boss went rant kids psyoped gay,2021-11-29 18:23:25+00:00,0
1980,boss 🙏🏾,2021-11-29 18:23:20+00:00,0
1981,oh boss morning,2021-11-29 18:23:18+00:00,10
1982,post work chat need step plumber trying unflood bathroom manager called got show still working noise background think got points,2021-11-29 18:23:10+00:00,0
1983,boss thought peacocks  although we’re much better actual peacocks 🦚 weren’t 100 😂 bless them put back amp wrote note door case anyone else goes there able enjoy snooze peace,2021-11-29 18:22:46+00:00,2
1984,y’all work rn told boss goodnight 1pm,2021-11-29 18:22:32+00:00,3
1985,don’t know shifts i’m working week rota put thurs haven’t since wednesday none coworkers replied hope boss messages i’m tomorrow night don’t know ik it’s somehow going fault,2021-11-29 18:21:55+00:00,0
1986,follow rules boss puts place would fired fire priest,2021-11-29 18:21:38+00:00,0
1987,boss 🤑 ,2021-11-29 18:21:36+00:00,0
1988,boss told day off…after came supervise kid like…bro what everyone’s workaholic like you ass could’ve bridge bed,2021-11-29 18:21:25+00:00,0
1989,boss scheduled day see kurtis ,2021-11-29 18:21:22+00:00,0
1990,boss necessarily say im best generally says im extremely competent valuable im like ok met me,2021-11-29 18:21:20+00:00,0
1991,don’t answer phone calls text messages work trading hours either boss colleagues habit developed sure that’s right thing  gives peace mind “me” time 🍃🧘🏽‍♂️,2021-11-29 18:20:58+00:00,11
1992,boss always telling older daughterbut never brings around must think im good enough 😅😅😅,2021-11-29 18:20:55+00:00,0
1993,said r word boss lmao,2021-11-29 18:20:31+00:00,92
1994,boss really tells drivers respect super important dispatchers stay disrespecting smh,2021-11-29 18:20:29+00:00,1
1995,“unless boss told to” ,2021-11-29 18:20:27+00:00,0
1996,worked boss last night know fact rollin’ mouth going crazy,2021-11-29 18:20:24+00:00,1
1997,even 1 hr monday long holiday weekend see phrase “passionate wealth management” boss 😬😬😬,2021-11-29 18:20:15+00:00,9
1998,awwwi let boss know covid test saas negative 3 weeks covid 1 coworker check me god bless 1 kudos making mr 70 feel loved,2021-11-29 18:20:07+00:00,11
1999,past years process goes like me well could better better probably thing better boss best employee team mile,2021-11-29 18:19:56+00:00,2
2000,boss family aus week see sick fam member apparently 1 plane day allowed uk show doctors papers sick family proof entry x,2021-11-29 18:19:49+00:00,0
2001,“no” “party weekend”  boss ,2021-11-29 18:19:49+00:00,4
2002,explain boss milkshakes might take longer usual feel real today,2021-11-29 18:19:48+00:00,1
2003,lol looks like outside boss still wants work double ,2021-11-29 18:19:45+00:00,328
2004,work 12 hour 8th can’t say manager 😭 oh well least money good,2021-11-29 18:19:36+00:00,0
2005,said glory hole front manager instead morning glory please lay fucking rest rn ,2021-11-29 18:19:22+00:00,3
2006,forever thankful moment boss confirmed furiously typing i’d looked enough replays started like watching hollywood movie live action version ,2021-11-29 18:19:13+00:00,3
2007,mean think joking right think disrespectful erotic art lump my boss might like it,2021-11-29 18:19:07+00:00,1
2008,hell gonna explain manager late work wild tiger threw billboard front fucking car ,2021-11-29 18:18:54+00:00,68
2009,crying office bc boss complaining someone called rat asked even meant rude,2021-11-29 18:18:53+00:00,13
2010,day 332 im supposed spying inquisitor reports end and jumped ramparts know explain boss ,2021-11-29 18:18:47+00:00,102
2011,boss said another new covid case amp japan caught they’re shut 😅😅😅 shit never going end,2021-11-29 18:18:38+00:00,1
2012,manager send whatsapp telling come back work even allowed,2021-11-29 18:18:25+00:00,0
2013,i’ve asking manager december raise 2 months told didn’t know much go through “sometime next year” quit job next day got offer job 7 more don’t take shit anyone,2021-11-29 18:18:00+00:00,1
2014,long legally allowed come boss gonna make come work lol thank tho hope too 🤍,2021-11-29 18:17:33+00:00,1
2015,officially lost motivation work realized making boss hundreds dollars hour getting paid 15,2021-11-29 18:17:32+00:00,2
2016,cant believe boss got mad sick like sir sick u want infect passengers,2021-11-29 18:17:30+00:00,0
2017,boss tried making small talk asked me” things girlfriend” sir girlfriend,2021-11-29 18:17:29+00:00,4
2018,boss god amp priority job obey god amp destroy devil amp works read pray rock amp roll straight forward led god wife katie couric blackmonahan millie moritz blackmonahan amp 144000 unaltered women blackmonahans gods jesus blood covered elect thats,2021-11-29 18:17:23+00:00,0
2019,okay fam need answer here heres situation sister felt good athome test come back positive covid doctor test results by 9pm im fully vaccinated aside nightmareinduced panic sweat feel fine tell boss,2021-11-29 18:17:05+00:00,0
2020,question boss list happy hours timesheets,2021-11-29 18:17:01+00:00,15
2021,manager thinks i’m gonna come work miss jin’s birthday events he’s mistaken,2021-11-29 18:16:45+00:00,0
2022,boss,2021-11-29 18:16:33+00:00,0
2023,choose one scholar hard working person dedicated something im interested into give higher mininmum slp required day never disapoint manager,2021-11-29 18:16:27+00:00,0
2024,told boss today im turning one month notice tomorrow,2021-11-29 18:16:23+00:00,4
2025,boss wearing neck brace coughing ass off go home ,2021-11-29 18:16:19+00:00,6
2026,boss texted last night tell i’m great job appreciates 🥰🥰🥰🥰 cute,2021-11-29 18:16:16+00:00,3
2027,aesther manager oc l corp d yes manager pls call  x  like someone calls name ,2021-11-29 18:16:05+00:00,5
2028,manager suprised flowers yesterday 🥺🥺💗 ,2021-11-29 18:16:00+00:00,1
2029,talked decorating tree work boss gave like webbed lights hate them made much harder ,2021-11-29 18:15:51+00:00,9
2030,boss wants pay me vaccinated wbooster introvert spent last 4 days recreating quarantine go wait line pcr last week vaccinated coworker exposed positive roommate it,2021-11-29 18:15:41+00:00,1
2031,boss every single morning,2021-11-29 18:15:23+00:00,0
2032,boss didn’t even read it felt fine realized that crisis averted ,2021-11-29 18:15:20+00:00,0
2033,love i’m crisis people take million years respond manager literally said texted bc got new phone,2021-11-29 18:15:18+00:00,0
2034,main difference boss daughter know boss cancer,2021-11-29 18:15:16+00:00,1
2035,want jamba juice boss broke boyfriend works there it’s awkward go 😭,2021-11-29 18:15:14+00:00,3
2036,suddenly old fart barks order guy run nearest market get ingredients bowl cold noodles hands cash everything pushes poor kid door boss felt bad told accompany 34,2021-11-29 18:14:56+00:00,15
2037,tell snaps never seen customer upset dude ready flip table throw hands 😭 working 6 months manager tells “yeah that’s kashiwagisan whenever run favorite ingredients” 🙃24,2021-11-29 18:14:56+00:00,16
2038,nice change pace boss starbucks wrote no call showing called doctors note weirdly right told way talks people unprofessional,2021-11-29 18:14:46+00:00,1
2039,meet boss person mai palace member house representative gusautsafe federal constituency 🥵🥰🙌🙌🤗💪💪💪 ,2021-11-29 18:14:44+00:00,49
2040,boss offered shift friday tbh i’m gonna use day treat retail therapy 🛍,2021-11-29 18:14:36+00:00,0
2041,it’s boss playing “food amp liquor” set auditorium good mondaze,2021-11-29 18:14:21+00:00,3
2042,nothing boss ❤️🙌🙌,2021-11-29 18:14:18+00:00,0
2043,same went small dinner party boss’s house thanksgiving night everyone vaxed boosted may even christmas omicron lurking,2021-11-29 18:13:55+00:00,2
2044,right us jealous bosses vele 🤔 happens soapies boss bought new car guess sore tomorrow theriver1magic ,2021-11-29 18:13:39+00:00,3
2045,boss scheduling everyday week 😑,2021-11-29 18:13:35+00:00,0
2046,boss says like family know true gaslights like family manipulates like family must family,2021-11-29 18:13:29+00:00,3
2047,update besties got switched back hehehe 🤪 manager said actually put give extra 2 days amp upper mgmt declined amp switched days switched back anyways upper mgmt praying downfall amp catch hands 😤,2021-11-29 18:13:20+00:00,3
2048,god boss bad boundaries,2021-11-29 18:13:20+00:00,1
2049,lmao i’ve heard bad things 13 pro camera boss says looks animated af wondering it’s late cancel order,2021-11-29 18:13:12+00:00,0
2050,choose one scholar hard working person dedicated something im interested into give higher mininmum slp required day never disapoint manager,2021-11-29 18:13:11+00:00,1
2051,boss 1st day back work vacation manicmonday ,2021-11-29 18:13:11+00:00,4
2052,updates aunt brought thanksgiving leftovers work ignoring bribery pizza boss bought us lunch mashed potatoes dressing,2021-11-29 18:13:05+00:00,1
2053,like schedule boss company benefits often bored work anxiety that i’m person needs occupied 100 time beginning think adhd something else that’s suffer depressionanxiety,2021-11-29 18:13:03+00:00,2
2054,manager still working need haha,2021-11-29 18:12:30+00:00,0
2055,pls boss answers scam calls there’s response says “hello” whole minute 😭,2021-11-29 18:12:29+00:00,1
2056,doesn’t cc boss always reply thank adds thread point get point,2021-11-29 18:12:07+00:00,0
2057,manager’s manager asked staying day today said “haha dog home no”,2021-11-29 18:12:07+00:00,2
2058,manager saw tweet oh well,2021-11-29 18:12:07+00:00,0
2059,think hatred comic book movies comes worked comic book store boss would play mcu movie repeat throughout whole day,2021-11-29 18:12:02+00:00,1
2060,trauma dumped boss…oops,2021-11-29 18:11:53+00:00,3
2061,nagana ke le hurt boss bought new car ,2021-11-29 18:11:52+00:00,1
2062,times world boss think it’s ok pay pay day always pay week pay day mad trip it wtf dude,2021-11-29 18:11:52+00:00,0
2063,shhhhh tell boss lol,2021-11-29 18:11:39+00:00,0
2064,millennial urge quit job cuz boss used many question marks im like sonning me,2021-11-29 18:11:18+00:00,3
2065,damn boss,2021-11-29 18:11:17+00:00,0
